B1	B2	B3
21273	6082	mAMsavarSin
18023	5155	mAMsaviveka
32522	9352	mAMsavRddhi
24854	7109	mAMsazIla
27564	7912	mAMsAzin
10599	3026	mAMsAzin
4545	1283	mAMseSTA
10533	3005	mAMsinI
15612	4475	mAMspRSTa
30729	8846	mAMzcatu
28886	8297	mAMzcatu
13298	3800	mAnadeva
28413	8159	mAnadhana
32825	9440	mAnAdhyAya
1091	297	mAnAgnihotra
10528	3003	mAnagrahaNa
13577	3884	manaHpati
32662	9390	manaHpIDA
20486	5865	manaHprasAda
4305	1215	manaHsaMkalpa
19018	5443	manaHsukha
16154	4628	manaHzalya
32717	9406	mANaka
27846	7997	mAnakanda
9629	2733	mAnakSati
34227	9846	mAnamaJjarI
26765	7681	mAnamaya
11237	3204	mAnamaya
1785	499	mananI
11310	3222	mAnanIya
9024	2568	mAnarandhrI
497	132	manas
25610	7332	mAnasajanman
3559	1012	mAnAsakta
9455	2684	mAnasAlaya
28286	8124	manasArAma
29788	8562	mAnasaruj
8932	2542	mAnasAyana
10530	3004	manasija
27911	8013	manasimanda
5305	1509	manasimandaruj
25821	7395	mAnasiMha
30889	8891	manasin
8634	2460	manasizaya
1461	404	mAnasollAsavRttAntavilAsa
22542	6444	mAnasvarUpAbhijJatva
24401	6971	mAnatantavya
7559	2163	mAnava
24303	6938	mAnavAdya
19682	5631	mANavakakrIDA
32501	9346	mANavakakrIDa
1442	398	mAnavapurANa
20144	5762	mAnavaugha
25430	7280	mAnavendIyacarita
31508	9067	mAnavendIyacarita
14866	4249	mAnavendra
13765	3936	mAnavya
19724	5642	mAnavyAyanI
12744	3639	mAnAyana
1631	453	mAnayitR
29796	8564	mAnAyya
29990	8626	manda
3616	1028	mANDa
2882	812	maNDa
13555	3878	mANDa
25956	7436	manda
16313	4674	mandAbhiniveza
32626	9380	mandacetas
8106	2318	mandacetas
29195	8386	mandaga
27458	7882	mandAgni
27697	7953	mandAka
28520	8193	mandakAnta
28983	8324	mandakarNi
1752	487	mandAkrAnta
10865	3100	maNDalabandha
31275	9000	maNDalabhAga
19543	5587	maNDalabrAhmaNopaniSad
30613	8811	maNDalArcana
17427	4989	maNDalavATa
22236	6359	maNDalaya
32178	9256	maNDalipattrikA
18973	5430	mandamati
17632	5049	maNDanadeva
29918	8606	maNDanakArikA
7020	2006	maNDanArha
22522	6439	mANDapa
32262	9278	maNDapAroha
27917	8015	mandaradevIya
34725	9991	mandArasaptamIvrata
9150	2602	mandAraSaSThI
4948	1399	mandasAnu
21966	6277	mandasmita
33178	9540	mandAsu
2676	758	mandatara
16404	4697	mandAtman
17223	4925	mandavAhinI
10776	3077	mandavAhinI
12513	3574	mandavAhinI
6547	1864	mandavedana
19942	5704	mANDavya
6504	1850	mANDavyezvaratIrtha
16514	4728	mAndhAtaki
4167	1171	mAndhAtApura
11560	3290	mAndhAtApura
17267	4939	mandhAtR
18644	5336	mandIbhUta
14182	4057	maNDodaka
15531	4450	mandrabhadra
6294	1789	mandrakarSaNa
34525	9923	mandratama
8168	2332	maNDUkagatilAlasa
14705	4202	maNDUkaplutasAdhana
19672	5628	mANDUkAyanaputra
24461	6990	maNDUkayoganiyata
18526	5308	maNDUkazAyin
4734	1339	mandura
8497	2425	mandurAbhUSaNa
3600	1024	maNDUradhANikI
28391	8153	manduraja
32659	9389	manduraka
33199	9546	manduraka
14301	4089	manduraka
19509	5578	mandurApAla
24425	6979	mandurika
7169	2051	maNibIja
12225	3496	maNIca
27793	7983	maNicUDa
34148	9825	maNidara
8056	2306	maNidharA
29890	8597	maNidhAriNI
25078	7180	maNidhAva
8900	2531	maNigarbha
28782	8271	maNiharmya
16427	4703	manIka
6826	1949	maNikAJcanaprameyasaMgraha
1866	525	mANikAmbA
23490	6709	maNikaNThaka
25755	7378	maNikarNezvara
2381	667	maNikarNezvara
5905	1671	maNikarNI
25346	7260	maNikarNikAstotra
11664	3322	maNiketu
24275	6932	mANikyamAlA
22016	6291	mANikyamizra
9078	2583	mANikyasUri
6545	1862	maNimaNDapamAhAtmya
19940	5703	maNimaNDita
6217	1764	maNimatI
8006	2292	maNipAlI
15595	4470	maNipratyakSa
2842	803	maNirata
26198	7511	maniSThakA
32815	9438	maNitthavarSaphala
34254	9854	maNiva
9151	2602	maNIvatI
3066	868	manobhava
18640	5335	manobhava
24030	6859	manobhavadruma
23443	6697	manobhilASa
317	83	manobhiniveza
12148	3473	manoduHkha
23047	6585	manodUtikA
1141	308	manogata
28703	8244	manoglAni
12206	3491	manogRhIta
11603	3301	manogupta
11822	3372	manoharadAsa
28690	8241	manoharavIrezvara
29196	8387	manohata
4020	1133	manohRt
18005	5150	manojAta
1569	436	manojavatA
1288	346	manojJA
23901	6823	manojvara
12357	3528	manolakSaNa
31805	9151	manolaulya
21741	6213	manonavasthAna
11662	3321	manopahArin
19818	5668	manoratha
25329	7255	manorathakusuma
6013	1706	manorhata
2804	793	manorti
29657	8522	manovatI
3821	1081	manovedaziras
27739	7964	manovinoda
21258	6079	maNTapI
31518	9069	mAnth
8887	2526	maNTha
33126	9524	manthaguNa
7716	2212	manthanadaNDa
9519	2701	manthIvat
30509	8779	manthivat
32196	9260	manthizocis
12085	3451	manthodadhi
3119	882	mantrabrAhmaNavid
16267	4660	mantradarpaNa
17621	5044	mantradarzin
1857	522	mantradIdhiti
26856	7708	mantragaNapatitattvaratna
3242	913	mantragupti
720	196	mantrakhaNDa
4467	1260	mantrakuzala
29491	8472	mantramahodadhi
21433	6125	mantramUla
23216	6630	mantramUrti
18469	5292	mantraNaka
10520	3002	mantrapaddhati
15242	4359	mantrapATha
28666	8234	mantrapATha
22081	6311	mantraprayogatantra
33813	9720	mantraprazna
23213	6629	mantrarahasyaprakAzikA
9973	2832	mantraratnAvalI
6889	1967	mantrasaMskAra
10386	2958	mantrasArasamuccaya
29938	8611	mantratoya
27237	7822	mantravAda
34686	9978	mantravallarI
2584	728	mAntravarNika
26514	7597	mantrazakti
18576	5319	mantri
14430	4124	mantrin
16043	4599	mantrisUnu
9734	2764	mantrisuta
6700	1908	mantrisuta
7464	2132	mantroddhAra
8272	2365	mantrokta
14370	4109	mantUya
8309	2375	manudivi
24911	7125	manuga
4983	1409	manujAdhipa
10079	2862	manujAdhipati
29572	8497	manujAtmaja
21902	6259	manujIkR
32191	9259	manurAj
8849	2517	mAnuSAda
10484	2988	mAnuSamAMsAda
2533	713	mAnuSatA
11548	3288	mAnuSopeta
21300	6090	manuSyajAtaka
747	205	manuSyakAya
14964	4280	manuSyasAkSye
23904	6824	manuSyatva
5761	1630	manuSyayajJa
12288	3512	manuSyezvara
10669	3047	mAnutantavya
26077	7475	manutantu
8122	2322	manuyuga
5043	1429	manvarthacandrikA
23266	6647	manvarthasAra
6813	1946	manyu
12475	3563	mApaka
1077	294	mApana
15171	4339	mAradAkAra
32287	9283	mArahATI
16296	4669	mArahATTA
32052	9222	marakatazilA
4832	1368	marAlatA
7138	2043	mAraNakRtya
21289	6086	mArAvida
22184	6341	marAyin
11953	3413	mArdaMgikapANavika
5962	1692	mardana
26568	7618	mArDIka
30060	8646	mardinI
14045	4017	mArgadakSaka
17193	4916	mArgadhenuka
2929	827	mArgamarSi
1390	379	mArgastha
30309	8718	mArgatoraNa
16231	4651	mArgAvalokin
18078	5173	mArgavartman
4942	1397	mArgavartman
27357	7854	mArgavIya
16718	4784	mArgazIrSamAhAtmya
17402	4980	mArgeza
32634	9382	marI
33505	9627	maricapattraka
28342	8141	mArIcI
31412	9036	mArIcI
16518	4729	mArIcI
7791	2238	mArIci
33697	9685	marIcika
7002	1999	marIcipa
33475	9617	marIcipattana
3775	1072	marIcitantra
26098	7482	marIcopapurANa
33263	9564	mArIcya
28652	8230	mArin
29677	8527	mArivyasanavAraka
7785	2236	mArjAraliGgin
12721	3633	mArjAranyAya
4785	1355	mArjArikA
17823	5101	marjya
5570	1586	marka
22619	6463	markaDikA
12771	3645	markaTakarNa
6958	1985	markaTotplavana
28068	8058	marmabheda
12262	3506	marmaccheda
9011	2565	marmacchedin
3333	942	marmaja
32036	9217	marmapAraga
17058	4881	marmapIDA
16643	4763	marmarIbhUta
17346	4962	marmasthala
21545	6157	marmasthala
31131	8965	marmavedhin
31443	9047	marmavid
19526	5583	mArSa
18876	5406	marSin
11541	3287	marSin
31071	8950	marSin
31153	8970	mArSTimat
23329	6666	mArtaNDa
6715	1914	mArtANDa
9908	2814	mArtavatsa
31030	8933	mArttikAvataka
5411	1539	mArttikAvataka
18896	5410	martyaloka
17798	5095	martyatA
28701	8244	marudhanva
29577	8499	marudhara
14991	4288	marudratha
29356	8433	marudvidhA
21869	6251	marujAtA
4521	1276	marukaccha
3039	860	mArulA
19589	5605	marulloka
25637	7340	marumArga
33887	9743	marunandana
14225	4069	maruNDA
14347	4104	maruNDA
1798	503	marunnAma
32737	9414	marunta
10056	2855	marusambhava
6781	1934	maruta
2056	575	mArutA
19022	5445	mArutAyana
4340	1224	mArutezvaratIrtha
5566	1586	marutopaniSad
18589	5322	marutpati
3689	1047	marutplava
2515	708	marutstoma
16421	4701	marutstotra
10666	3046	marutsUnu
9244	2627	maruttama
2105	593	maruttanaya
27319	7843	maruttaruNI
6057	1719	maruva
11092	3165	maryAdAgiri
28516	8191	maryaka
21673	6192	mAsabhukti
20988	6006	mASAda
4786	1355	mAsadarpaNa
11857	3383	mASaprati
20504	5870	masarA
17276	4942	mAsArdhamAsa
15517	4447	mASasthalI
33815	9721	mASasUpa
23906	6824	mAsAvadhika
28493	8184	mAsazivarAtryudyApana
26094	7482	masi
7083	2024	maSi
3025	857	maSI
15455	4427	maSIbhAvuka
25512	7301	maSijala
23454	6700	masInA
33009	9490	mASINa
2806	794	mASINa
25003	7156	mask
15127	4327	maskara
395	102	mASona
154	41	mAsopavAsaka
20033	5729	mAsopavAsin
31411	9036	masRNa
10020	2846	masRNatva
30527	8785	masta
9291	2640	mastiSkatvac
5230	1484	mastvAmikSA
11689	3331	masUravidala
4515	1275	maSy
29027	8336	maSyabhAva
30098	8660	mAta
10771	3074	mATaGka
19590	5605	mAtaMgalIlAprakAzikA
27713	7957	mAtaMgalIlAvyAkhyA
13652	3904	mataMgasarasa
27844	7996	mAtaMgatva
18440	5282	matAnujJA
2576	726	mAtarizva
22962	6558	mAtarizvan
22272	6371	mAtavacasa
33258	9563	maTh
23688	6770	mAtha
17336	4960	maThakezavadhAriNI
5203	1475	mATharaka
9340	2651	maThasthiti
5234	1484	mAthAtha
19727	5642	mathavya
18815	5389	mAThavya
24341	6951	mAthika
24970	7141	mAthura
33780	9710	mathurAguhyavarnaNa
34448	9904	mathurAsetu
24	5	mathureza
5476	1558	mAti
33532	9633	matidarzana
6788	1936	matikarman
5691	1616	matIkR
21845	6244	matimat
3240	913	mativat
19583	5603	mativibhrama
1008	272	matkuNagandha
15025	4298	maTmaTa
20898	5983	matpara
23267	6647	mAtrAchandas
3254	919	mAtrAdisrAddhanirNaya
9620	2731	mAtrAlAbha
7129	2040	mAtrAsamaka
27283	7833	mAtrAsamaka
3483	988	mAtratraya
3368	952	mAtRbhedatantra
9960	2829	mAtRdatta
8962	2552	mAtRgrAma
21051	6022	mAtRgRha
32208	9263	mAtrika
12080	3451	mAtRkAbijakoza
25552	7316	mAtRkAkSaranighaNTu
1343	364	mAtRkalpika
15762	4517	mAtRkAmaya
27922	8016	mAtRkAnighaNTu
13883	3971	mAtRkArthacintana
5110	1448	mAtRnAman
31612	9091	mAtRnivAtam
22661	6475	mAtRpAlita
34340	9875	mAtRSaSTha
6541	1861	mAtRsiMhI
6817	1947	mAtRSvaseya
2881	812	mAtRSvasrIya
18767	5373	mAtRvadha
17394	4977	mAtRvidUSita
29547	8489	matsAdRzya
28185	8096	matsamakSam
9703	2756	matsarin
14102	4033	mAtsya
9861	2803	matsyajAla
10355	2947	matsyajIvin
30467	8765	matsyaka
27402	7868	matsyakaraNDikA
2090	587	matsyaraGgaka
19663	5626	matsyasagandhin
30455	8762	matsyAzin
31129	8964	matsyendramuhUrta
9463	2687	mAtsyika
31282	9002	matsyodarI
25008	7157	maTTa
4681	1326	mattadantin
15467	4431	mattaka
19023	5445	maTTanRtya
16435	4705	mattavAraNavikrama
32485	9341	mattavAraNavikrama
15785	4525	mattebhakumbhapariNAhin
11643	3315	mattebhAsya
535	141	mAtu
1615	449	mAtula
1714	476	mAtulaGga
26771	7683	mAtuliGgI
16023	4592	mAtuluGgAsava
3833	1086	mAtuluGgI
15006	4293	mauda
34080	9806	maudaka
18323	5244	maudapaippalAda
763	209	maudrika
19432	5559	maujavata
22506	6435	mauJjAyana
4727	1338	mauJjAyanIya
29337	8427	mauJjInibandhana
1647	458	mauJjIya
401	104	maukharyA
7781	2234	maukSika
9073	2581	mauktikamAlA
34608	9952	mauktikAvalI
34575	9942	mauktikAvali
31301	9006	mauktikAvali
20461	5855	mauktikAvalI
27303	7839	maukunda
28134	8079	mauli
20423	5844	maulimAlA
4461	1259	maulimukuTa
12189	3484	maulya
7426	2122	maunabhaTTa
22531	6441	maunabhaTTa
29921	8607	maunIndra
4089	1149	maunisthalika
214	58	maurkhya
28889	8298	maurvI
20789	5954	mautra
9333	2649	mauzala
1708	474	mAvat
10582	3019	mavy
1730	480	may
14206	4065	mAyAdhara
32100	9234	mAyAjIvin
4791	1356	mayakSetra
824	226	mAyAmaNavaka
33007	9490	mAyAmaya
26400	7566	mAyAmaya
23910	6826	mAyAmoha
28103	8068	mAyArati
27796	7984	mayaSTa
34379	9884	mAyAtantra
9110	2591	mAyAtmaka
8135	2324	mAyAvAdasaMdUSaNI
8468	2416	mAyAvat
19510	5579	mAyAvitA
17147	4904	mayezvara
26659	7648	mayI
19946	5705	mAyika
21427	6122	mAyimatakhaNDana
6776	1932	mAyiphala
9294	2641	mAyIya
4425	1248	mAyIya
8753	2489	mayo
13655	3906	mayobhuva
28987	8325	mAyUra
12230	3498	mayUracUDA
34162	9829	mayUragati
32879	9456	mayUrAGkI
26155	7499	mayUragrIvaka
2215	624	mAyUrakarNa
24249	6924	mayUrakizora
34124	9819	mayUrapiccha
13733	3926	mayUrapicchamaya
14387	4112	mayUrapuramAhAtmya
22009	6288	mayUrAri
11951	3412	mayUraroman
11544	3287	mayUrasAriNI
12274	3509	mayUrasAriNI
30237	8697	mayUrastuti
33660	9675	mayUrazikhA
898	241	mayUrezavivAhavarNana
27058	7770	mayUrezvara
27762	7974	mayUrezvara
24463	6991	mAyUri
26577	7621	mayUrollAsaka
16584	4747	mayuSTaka
1519	422	maza
16842	4816	mazacchada
14020	4009	mazakaharI
10625	3037	mazakakalpa
18702	5354	mecakacAtanI
31636	9099	mecakagala
4029	1135	medaAhuti
6775	1932	medana
22532	6441	medaskRt
7954	2278	medasvin
30066	8648	medazcheda
30836	8876	medh
24112	6886	medhA
19484	5572	medhAdhRti
4282	1210	medhAdhRti
25227	7227	medhAkAma
34729	9992	medhAkAra
3431	969	medhAmRti
5890	1667	medhArudra
11661	3320	medhasAti
22292	6376	medhAsUkta
1409	388	meDhI
15352	4394	medhira
24371	6965	medinIza
32291	9284	medodbhavA
6677	1903	medodbhavA
2070	579	medogaNDa
24850	7107	medorbuda
19268	5514	meghabala
34304	9865	meghabhaTTa
31896	9178	meghacintaka
24567	7022	meghadundubhi
20047	5733	meghajIvana
34355	9879	meghajIvana
1929	543	meghakumAradeva
26516	7597	meghapuSpa
22382	6399	meghAri
23372	6677	meghasakha
18175	5202	meghaskandin
6750	1925	meghasvararAja
21042	6020	meghAvalI
20238	5792	meghavarNa
27781	7979	meghavAta
5504	1567	meghazyAma
23375	6677	mehaghnI
4438	1253	mehavat
15475	4434	meka
11445	3260	mekala
14650	4185	mekalaka
15899	4559	mekalazailakanyA
24165	6901	melAnanda
3027	858	meLi
637	169	menakAtmajA
12837	3663	meNDhra
13019	3714	meraNDu
17278	4942	merukalpa
8324	2381	merukUTa
22410	6407	merumahIbhRt
21901	6259	meruparvata
8907	2534	meruTU
34581	9944	meruvarSa
521	138	meruvirahatantrebhuvanezvarIsahasranAmastotra
8207	2342	meSaka
30473	8769	meSAntrI
1360	369	meSasaMdhi
19177	5490	meSavRSaNa
26536	7605	meSayUtha
32620	9379	meSazRGga
12673	3620	meT
13814	3951	meTa
30721	8845	meth
12058	3446	methika
18941	5422	metthita
17703	5071	mi
18156	5198	micchaka
4560	1289	micitA
33709	9688	mihira
9284	2638	mihirapura
29700	8537	miJjA
10671	3047	miJjAsthi
643	172	milImilin
29907	8603	mIlita
16262	4658	mImAMsA
25319	7252	mImAMsAmakaranda
9500	2697	mImAMsAnayavivekagatArthamAlikA
10700	3055	mImAMsArtha
14723	4206	mImAMsArthasaMgraha
25959	7437	mImAMsAvivaraNaratnamAlA
33620	9663	mImAMsAzlokavArttika
34462	9907	mImAMsya
21546	6157	mimardayiSu
18126	5190	mInadvaya
22633	6467	mInaghAtin
34385	9885	mInAkSa
6047	1717	mInANDa
16359	4686	mInaraGga
730	199	mInAri
15130	4328	mInatA
24428	6980	minmina
17604	5039	miS
28241	8111	miSTapAcaka
24284	6933	mit
27936	8020	mitaprakAzikA
34538	9926	mitarocin
7192	2057	mitArthabhASin
17088	4888	mitAzana
16616	4757	mithaH
8808	2504	mithastur
25507	7300	mithi
278	74	mithileza
21333	6097	mithuna
21214	6067	mithunavratin
31265	8996	mithunIbhU
7830	2249	mithyAdRSTi
21834	6240	mithyAgnahaNa
23981	6846	mithyAhAravihArin
26128	7490	mithyAjIvAtu
29619	8511	mithyAjJAna
16933	4847	mithyAkopa
12398	3541	mithyApratyaya
28630	8220	mithyAtva
3546	1009	mithyAvadhyAnukIrtana
27869	8003	mithyAvAkya
9648	2740	mithyAvAkya
24269	6929	mithyopacAra
21892	6257	mithyopayojita
25822	7395	mitrabhAnu
26706	7663	mitrabhAnu
18725	5359	mitrabhU
23913	6826	mitrakArya
3770	1071	mitrakRti
24732	7071	mitrakRtya
9033	2570	mitranandana
10571	3015	mitrasaha
28590	8209	mitrasaptamI
4563	1290	mitrAtithi
3156	892	mitrAvaruNIya
33969	9768	mitravat
6446	1832	mitrayuddha
23303	6658	mitrI
4323	1219	mitrIbhU
18456	5288	mitrin
22523	6439	mitrodaya
1063	288	mIvA
8715	2479	miyedhas
15051	4305	mizi
33402	9599	mizrabhAva
10565	3014	mizracaturbhuja
28235	8108	mizradAmodara
28618	8218	mizraNa
24749	7076	mizravyavahAra
34562	9935	mizrazabda
29675	8526	mizrI
34127	9820	mlAnavaktra
32465	9335	mlAyadvaktra
22860	6527	mlecchadeza
29111	8361	mlecchakanda
27170	7800	mlecchatA
19649	5621	mocasrut
11227	3202	mocika
13225	3773	modAgiri
2962	837	modakakAra
23669	6765	modakikA
27563	7911	modAyani
15559	4459	modinIza
14623	4177	modinIza
10118	2874	modoSa
16230	4651	moghAza
10008	2843	moghI
19350	5537	mohajAla
555	147	mohama
29091	8354	mohama
31908	9182	mohanalAla
27767	7975	mohAndhasUrya
10964	3128	mohanidrA
24498	7002	moharAjaparAjaya
21759	6219	moharAtri
11326	3227	moharAtri
33943	9763	mohAtmaka
31950	9193	mohavat
11506	3277	mohopaniSad
18537	5310	mohopaniSad
26397	7565	mohuka
10971	3129	mojakezin
1436	397	mokSadharmadIpikA
16096	4611	mokSadharmasAroddhAra
3906	1104	mokSahetutAvAda
18558	5315	mokSakAma
14851	4245	mokSamArga
32584	9370	mokSaviMzakastotra
28884	8297	mokSita
23954	6839	mokSya
28121	8074	moktavya
2253	633	mora
3818	1081	moraka
14756	4218	moSa
485	127	moSayitnu
26057	7470	moTa
10354	2946	moTTAyita
22792	6511	mrada
33375	9592	mRccaya
9794	2782	mRdAkara
11595	3298	mRdaMgaphala
7254	2072	mRDAnIkAnta
18960	5426	mRDAnIkAnta
10862	3099	mRDaya
31403	9034	mRDaya
3654	1039	mRddha
22324	6384	mRdghaTa
30639	8819	mRdhA
34761	10000	mRdi
15299	4377	mRdinI
1359	368	mRdita
23922	6830	mRdUbhAva
25023	7163	mRduhRdaya
1208	325	mRdukam
15261	4365	mRdulatA
12348	3526	mRdulomaka
22552	6448	mRduparvan
14441	4128	mRdupattra
25119	7193	mRdupUrva
13726	3923	mRdutA
4950	1400	mRduvarga
16753	4793	mRdvavagraha
6178	1756	mRdvIkA
2551	719	mRdvIkA
5557	1583	mRgabAlaka
16774	4798	mRgabandhinI
27823	7990	mRgacaiTaka
5436	1547	mRgacaryA
29596	8505	mRgAd
26341	7550	mRgAdana
19578	5598	mRgAdana
3722	1056	mRgadAva
33866	9739	mRgadharman
32721	9407	mRgadyut
5693	1616	mRgagAminI
10912	3112	mRgagAminI
14296	4088	mRgagAminI
22070	6306	mRgAGganA
30223	8694	mRgAGka
7197	2057	mRgAGkabandhu
1396	382	mRgAGkagupta
15529	4450	mRgAGkasena
1145	310	mRgairvAruka
23295	6657	mRgajalasnAna
856	233	mRgajAti
11170	3188	mRgajAti
30768	8856	mRgajAti
33324	9580	mRgAjina
30525	8785	mRgAjIva
17110	4894	mRgAkhya
14718	4205	mRgalAJchana
22488	6430	mRgalAJchanaja
25934	7429	mRgaNA
13967	3993	mRganAbhijA
17584	5034	mRgANDajA
7226	2065	mRgArAti
5975	1696	mRgAreSTipaddhati
17190	4915	mRgarkSa
31027	8932	mRgarkSa
7698	2205	mRgarocanA
25292	7246	mRgaromaja
4587	1297	mRgAvidh
9676	2749	mRgavyAdhakathAnaka
14353	4105	mRgavyAdhasarpasUkara
15332	4390	mRgayA
10296	2929	mRgayAvyasana
2487	699	mRgayUtha
6837	1952	mRgAzana
8144	2327	mRgazAvAkSI
32431	9327	mRgazIrSa
13070	3729	mRgazreSTha
27556	7910	mRgazRGga
6427	1827	mRgendravRSabha
4550	1284	mRgervAru
24319	6942	mRgI
18642	5335	mRgIkSIra
21937	6269	mRgU
15038	4300	mrita
15597	4470	mRjAnagara
13306	3803	mRjAnagara
10310	2934	mRkSa
22069	6306	mRLayAku
2238	630	mRNAla
1894	533	mRNAlahAra
28517	8191	mRNAlapattra
25659	7346	mRNAlAsava
29672	8526	mRNAlikA
1080	295	mRNAlikApelava
12181	3482	mRnmaru
8820	2506	mRnmaya
8824	2507	mRR
21611	6176	mRS
16343	4682	mRSAdRSTi
3421	967	mRSArthaka
17071	4884	mRSAtva
26802	7693	mRSAvacana
31164	8974	mRSAvAda
21018	6013	mRSTa
9604	2727	mRSTatama
6859	1958	mRSTavAkya
14989	4288	mRSTayazas
27424	7873	mRtAGgalagna
5123	1451	mRtAGgalagna
7	2	mRtAGgAra
25995	7452	mRtAhas
1852	520	mRtajIva
27012	7754	mRtajIvana
27946	8023	mRtamanas
25154	7202	mRtanandana
29955	8616	mRtaNDa
9221	2619	mRtaputra
16575	4744	mRtasaMjIvanI
27153	7796	mRtasnAna
8314	2377	mRtavatsakA
28572	8204	mRtavatsikA
22113	6318	mRtazaGkA
27977	8033	mRtkhana
18513	5304	mRtkSAra
8087	2314	mRtsnA
24315	6942	mRttikAvatI
24442	6983	mRttoya
26616	7635	mRtyubhIta
31556	9079	mRtyubhIta
25265	7240	mRtyubIja
16623	4759	mRtyudvAra
3231	911	mRtyuhetave
9036	2572	mRtyukanyA
4185	1176	mRtyulAGgUla
9268	2632	mRtyumahiSIdAnavidhi
28660	8232	mRtyumAra
26641	7644	mRtyuMjayastotra
20086	5746	mRtyuMjayatvaprakaraNa
25680	7354	mRtyuMjayayantra
31090	8955	mRtyunAzana
14513	4149	mRtyupA
8799	2500	mRtyupatha
17708	5072	mRtyuphala
29749	8549	mRtyuphala
29557	8494	mRtyuphalI
3410	964	mRtyuphalI
19773	5656	mRtyusaMdhita
6767	1929	mRtyusaMjIvanIvidhAna
16426	4703	mRtyusAt
14101	4033	mRz
29089	8353	mU
27382	7861	much
32712	9403	much
3186	900	mucira
22005	6288	mudA
11582	3294	mUDaka
18288	5234	mudAvatI
20703	5925	mudgaladeva
23180	6619	mudgalAryA
13992	3998	mudgaparNI
27197	7811	mudgaraka
19914	5698	mudgaraphala
18472	5292	mudgaSTha
24941	7133	mudgavat
11925	3404	mUDhacakSurgadacchetR
270	72	mUDharatha
34217	9843	mUDhatama
8559	2441	mudiraphala
12668	3619	mudita
12752	3641	mudita
18553	5314	muditabhadra
23917	6828	mudra
32014	9211	mudrAdhAraNastotra
14496	4143	mudrAGka
26478	7588	mudrAkara
7033	2009	mudrArAkSasaprakAza
5887	1666	mudrArAkSasapUrvapIThikA
22709	6489	mudrAsthAna
20963	5999	mudrita
31657	9106	mugadasa
6402	1821	mugdhadRz
15991	4583	mugdhadUrvA
25883	7414	mugdhadvIpa
12544	3584	mugdhAnana
22229	6355	mugdhasvabhAva
9565	2714	mugdhatA
24921	7128	mugUha
13744	3930	muhera
20592	5894	muhiSa
15812	4533	muhuH
10911	3111	muhur
17953	5136	muhurdIkSin
11982	3422	muhUrtabhAga
33955	9765	muhUrtabhUSaNaTIkA
17196	4916	muhUrtabhUSaNaTIkA
26825	7699	muhUrtacintAmaNisAra
20366	5830	muhUrtadIpikA
34035	9793	muhUrtamuktAmaNi
29441	8460	muhUrtapadavI
22218	6352	muhUrtasarvasva
33833	9727	muhUrtastoma
5946	1686	muhUrtavidhAnasAra
15547	4456	muhUrtavidhAnasAra
27897	8010	muhustanais
25158	7204	muJj
27555	7910	muJjadhArin
28753	8261	muJjadhArin
1672	464	muJjadhArin
5958	1691	muJjAjyAbalbajamaya
21586	6171	muJjamaya
13680	3910	muJjaMdhaya
21685	6196	muJjAta
3523	1001	muJjAvaTa
1435	397	muJjAvaTa
10663	3046	muka
11711	3338	mUkAmbikA
8323	2381	mUkapaJcazatI
3038	860	mUkatA
11049	3152	mUkatva
28716	8249	mukhabhaGga
33085	9512	mukhacapalatva
4599	1300	mukhacchavi
7537	2156	mukhadaghna
11280	3215	mukhadUSaNaka
13262	3788	mukhadUSaNaka
17518	5016	mukhagata
29780	8559	mukhagata
5547	1581	mukhaghaNTikA
4413	1246	mukhajAha
24977	7145	mukhajAha
19823	5669	mukhajanman
285	75	mukhalepa
9583	2719	mukhamAruta
19814	5667	mukhAmbuja
31114	8960	mukhamudrA
11100	3168	mukhanivAsinI
28872	8293	mukhaprasAda
26471	7586	mukhaprekSin
31300	9006	mukharandhra
10391	2960	mukharandhra
13826	3956	mukhArcis
29682	8528	mukharekhA
3974	1123	mukharogin
33917	9755	mukhAsava
11437	3259	mukhAsrAva
313	82	mukhAstra
20241	5792	mukhAstra
24380	6967	mukhasukha
16452	4710	mukhatuNDaka
3113	880	mukhavATikA
11875	3388	mukhaviSThA
7102	2031	mukhazuddhi
26693	7658	mukholkA
32278	9281	mukhyarAj
3842	1088	mukhyazas
20064	5740	mUkiman
14807	4234	muktAbhA
7888	2263	muktAdAman
15478	4435	muktAjAlamaya
16854	4820	muktAjAlamaya
29901	8601	muktAjAlamaya
18343	5249	muktakacchamata
15821	4536	muktakaJcuka
9786	2780	muktAkAra
31378	9026	muktAmAtR
12572	3591	muktAmaya
28328	8137	muktanirmoka
2420	678	muktAphala
4	1	muktAphalamaya
26852	7707	muktApralamba
3688	1047	muktasvAmin
16271	4662	muktAvalIpaddhati
16700	4779	muktikhaNDa
4761	1347	muktikhaNDa
23823	6806	muktikhaNDa
20805	5958	muktikSetra
22283	6375	muktimaNDapa
3019	855	muktimatI
9719	2760	muktipariNaya
21103	6036	muktivAdavicAra
3297	934	mukulAya
8080	2312	mukum
11484	3271	mukundapriya
29430	8457	mukuSTha
14814	4235	mukuTaratna
19263	5513	mukuTatADitaka
25092	7185	mukuTekArSApaNa
24530	7009	mul
15777	4522	mUl
19017	5442	mUlA
24954	7136	mUla
1267	342	mUla
14464	4133	mUlabhadra
2179	614	mUlabhUta
31230	8989	mUlAcAra
34515	9921	mUlAdhAra
25761	7379	mUlaguNa
